method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07504576444625854,10.039536218149745
kmeans 3 emb,3,0.07504576444625854,10.039536218149745
kmeans cat,3,0.20375609003713122,29.06650977886998
kmeans 3 cat,3,0.20375609003713122,29.06650977886998
agg emb,3,0.08526770770549774,10.672349049242909
agg 3 emb,3,0.08526770770549774,10.672349049242909
agg cat,3,0.1959838584816528,26.372358582833566
agg 3 cat,3,0.1959838584816528,26.372358582833566
gmm emb,3,0.07692465931177139,9.760968571143053
gmm 3 emb,3,0.07692465931177139,9.760968571143053
gmm cat,3,0.2561564217246119,27.277001316814786
gmm 3 cat,3,0.2561564217246119,27.277001316814786
birch emb,3,0.08526770770549774,10.672349049242909
birch 3 emb,3,0.08526770770549774,10.672349049242909
birch cat,3,0.08526770770549774,10.672349049242909
birch 3 cat,3,0.08526770770549774,10.672349049242909
